IP,Port,Result,Classification,Timestamp,Details
192.168.100.182,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.876901,N/A
192.168.100.191,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864430,N/A
192.168.100.191,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.876986,N/A
192.168.100.117,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862645,N/A
192.168.100.117,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878942,N/A
192.168.100.171,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863286,N/A
192.168.100.171,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877073,N/A
192.168.100.134,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863665,N/A
192.168.100.134,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877187,N/A
192.168.100.165,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864078,N/A
192.168.100.165,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877296,N/A
192.168.100.184,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863389,N/A
192.168.100.184,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877434,N/A
192.168.100.160,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863116,N/A
192.168.100.160,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877463,N/A
192.168.100.172,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862441,N/A
192.168.100.172,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877504,N/A
192.168.100.154,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862947,N/A
192.168.100.154,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879238,N/A
192.168.100.145,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863788,N/A
192.168.100.145,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877641,N/A
192.168.100.144,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862833,N/A
192.168.100.144,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877706,N/A
192.168.100.127,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862867,N/A
192.168.100.127,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879507,N/A
192.168.100.125,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863560,N/A
192.168.100.125,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877776,N/A
192.168.100.131,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862304,N/A
192.168.100.131,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877827,N/A
192.168.100.121,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862212,N/A
192.168.100.121,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877878,N/A
192.168.100.129,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862583,N/A
192.168.100.129,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877934,N/A
192.168.100.138,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862803,N/A
192.168.100.138,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879681,N/A
192.168.100.192,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863481,N/A
192.168.100.192,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878023,N/A
192.168.100.186,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864335,N/A
192.168.100.186,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878050,N/A
192.168.100.128,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862531,N/A
192.168.100.128,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878069,N/A
192.168.100.151,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864682,N/A
192.168.100.151,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878120,N/A
192.168.100.187,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863415,N/A
192.168.100.187,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878189,N/A
192.168.100.178,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863312,N/A
192.168.100.178,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878165,N/A
192.168.100.168,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.866093,N/A
192.168.100.168,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878249,N/A
192.168.100.148,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862892,N/A
192.168.100.148,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878222,N/A
192.168.100.142,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862713,N/A
192.168.100.142,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878280,N/A
192.168.100.155,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862363,N/A
192.168.100.155,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.876500,N/A
192.168.100.152,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863048,N/A
192.168.100.152,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878660,N/A
192.168.100.185,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863459,N/A
192.168.100.185,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878691,N/A
192.168.100.119,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.865319,N/A
192.168.100.119,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878775,N/A
192.168.100.177,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862479,N/A
192.168.100.177,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.878880,N/A
192.168.100.158,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863083,N/A
192.168.100.158,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877045,N/A
192.168.100.176,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864172,N/A
192.168.100.176,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879070,N/A
192.168.100.146,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.864600,N/A
192.168.100.146,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879098,N/A
192.168.100.137,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863600,N/A
192.168.100.137,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879202,N/A
192.168.100.116,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.862169,N/A
192.168.100.116,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.875812,N/A
192.168.100.124,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863439,N/A
192.168.100.124,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879420,N/A
192.168.100.156,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863904,N/A
192.168.100.156,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.877992,N/A
192.168.100.175,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.865063,N/A
192.168.100.175,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.879915,N/A
192.168.100.162,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863140,N/A
192.168.100.162,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.880152,N/A
192.168.100.164,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.863203,N/A
192.168.100.164,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.880575,N/A
192.168.100.209,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878955,N/A
192.168.100.209,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891938,N/A
192.168.100.203,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878732,N/A
192.168.100.203,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892054,N/A
192.168.100.252,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879514,N/A
192.168.100.252,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892166,N/A
192.168.100.251,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877936,N/A
192.168.100.251,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892362,N/A
192.168.100.198,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879154,N/A
192.168.100.198,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892393,N/A
192.168.100.222,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878353,N/A
192.168.100.222,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892610,N/A
192.168.100.243,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878690,N/A
192.168.100.243,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892638,N/A
192.168.100.232,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878470,N/A
192.168.100.232,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891813,N/A
192.168.100.241,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.880178,N/A
192.168.100.241,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892777,N/A
192.168.100.234,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878502,N/A
192.168.100.234,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892930,N/A
192.168.100.211,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877719,N/A
192.168.100.211,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891778,N/A
192.168.100.208,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879542,N/A
192.168.100.208,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893093,N/A
192.168.100.233,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877836,N/A
192.168.100.233,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891858,N/A
192.168.100.245,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879393,N/A
192.168.100.245,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893224,N/A
192.168.100.197,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878004,N/A
192.168.100.197,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893330,N/A
192.168.100.202,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878881,N/A
192.168.100.202,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893435,N/A
192.168.100.224,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878326,N/A
192.168.100.224,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893464,N/A
192.168.100.213,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878079,N/A
192.168.100.213,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891911,N/A
192.168.100.218,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878229,N/A
192.168.100.218,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893592,N/A
192.168.100.237,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879277,N/A
192.168.100.237,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891957,N/A
192.168.100.194,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877602,N/A
192.168.100.194,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891975,N/A
192.168.100.230,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878544,N/A
192.168.100.230,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892082,N/A
192.168.100.235,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878524,N/A
192.168.100.235,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892200,N/A
192.168.100.229,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879704,N/A
192.168.100.229,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892289,N/A
192.168.100.207,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877696,N/A
192.168.100.207,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892263,N/A
192.168.100.228,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879183,N/A
192.168.100.228,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892325,N/A
192.168.100.225,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878295,N/A
192.168.100.225,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892555,N/A
192.168.100.205,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879839,N/A
192.168.100.205,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894118,N/A
192.168.100.242,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879349,N/A
192.168.100.242,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892580,N/A
192.168.100.239,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879324,N/A
192.168.100.239,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892714,N/A
192.168.100.204,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877920,N/A
192.168.100.204,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892806,N/A
192.168.100.244,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878763,N/A
192.168.100.244,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892865,N/A
192.168.100.200,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879208,N/A
192.168.100.200,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892897,N/A
192.168.100.221,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877755,N/A
192.168.100.221,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.892956,N/A
192.168.100.210,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878029,N/A
192.168.100.210,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893005,N/A
192.168.100.215,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879045,N/A
192.168.100.215,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893066,N/A
192.168.100.249,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879447,N/A
192.168.100.249,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893122,N/A
192.168.100.212,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878107,N/A
192.168.100.212,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894533,N/A
192.168.100.246,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878803,N/A
192.168.100.246,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893252,N/A
192.168.100.248,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879420,N/A
192.168.100.248,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.891887,N/A
192.168.100.196,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879017,N/A
192.168.100.196,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893305,N/A
192.168.100.217,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878158,N/A
192.168.100.217,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893362,N/A
192.168.100.240,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877858,N/A
192.168.100.240,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893412,N/A
192.168.100.231,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878441,N/A
192.168.100.231,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893531,N/A
192.168.100.247,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878840,N/A
192.168.100.247,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893613,N/A
192.168.100.250,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877891,N/A
192.168.100.250,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893646,N/A
192.168.100.253,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.879923,N/A
192.168.100.253,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893700,N/A
192.168.100.220,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878200,N/A
192.168.100.220,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893764,N/A
192.168.100.201,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877805,N/A
192.168.100.201,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893789,N/A
192.168.100.223,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.880038,N/A
192.168.100.223,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893855,N/A
192.168.100.219,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.880007,N/A
192.168.100.219,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893917,N/A
192.168.100.254,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877954,N/A
192.168.100.254,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894094,N/A
192.168.100.214,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878054,N/A
192.168.100.214,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894222,N/A
192.168.100.236,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878611,N/A
192.168.100.236,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894291,N/A
192.168.100.227,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878410,N/A
192.168.100.227,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894418,N/A
192.168.100.238,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878646,N/A
192.168.100.238,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.893169,N/A
192.168.100.206,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878914,N/A
192.168.100.206,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894617,N/A
192.168.100.199,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877776,N/A
192.168.100.199,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894807,N/A
192.168.100.226,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878380,N/A
192.168.100.226,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894836,N/A
192.168.100.195,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.877659,N/A
192.168.100.195,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.894919,N/A
192.168.100.216,1883,closed_or_unreachable,Unknown,2025-11-02T04:01:10.878135,N/A
192.168.100.216,8883,closed_or_unreachable,Unknown,2025-11-02T04:01:12.895153,N/A
192.168.100.140,1883,connected,Critical,2025-11-02T04:01:08.863746,Topics: 81
192.168.100.140,8883,connect_failed (Connection failed with code 5),Unknown,2025-11-02T04:01:14.970855,TLS: Valid
