IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T03:56:19.928799,Topics: 6
127.0.0.1,8883,connected,Critical,2025-11-02T03:56:27.106577,TLS: Valid; Topics: 1
