IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T18:21:00.513644,TLS: No
127.0.0.1,8883,connect_failed (rc=5),Unknown,2025-11-02T18:21:04.608863,TLS: No
