IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T19:01:41.057976,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T19:01:48.168427,TLS: No
