IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T02:08:43.691610,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T02:08:50.825925,TLS: No
