IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T19:01:47.599713,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T19:01:54.726376,TLS: No
