IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-01T05:11:06.450944,Topics: 51
192.168.100.140,8883,connect_failed (Connection failed with code Not authorized),Unknown,2025-11-01T05:11:12.403600,TLS: Valid
