IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T04:16:54.100493,Topics: 84
127.0.0.1,8883,connect_failed (Connection failed with code 5),Unknown,2025-11-02T04:17:00.210464,TLS: Valid
