IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T18:59:31.363345,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T18:59:38.502212,TLS: No
