IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T01:37:40.759313,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T01:37:48.033449,TLS: No
