IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-03T02:05:20.643803,TLS: No
192.168.100.140,8883,connect_failed (rc=5),Unknown,2025-11-03T02:05:26.045853,TLS: No
