IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T18:58:18.914079,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T18:58:26.765268,TLS: No
