IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T02:14:07.755723,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T02:14:14.910522,TLS: No
