IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-02T18:26:05.943550,TLS: No
192.168.100.140,8883,connected,Critical,2025-11-02T18:26:13.043932,TLS: No
