IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T18:58:31.369672,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T18:58:38.739003,TLS: No
