IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-03T01:36:52.019212,TLS: No
192.168.100.140,8883,connect_failed (rc=5),Unknown,2025-11-03T01:36:57.947300,TLS: No
