IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T19:01:17.342816,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T19:01:24.470642,TLS: No
