IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T02:03:52.735185,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T02:03:59.987916,TLS: No
