IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T03:56:21.984314,Topics: 18
127.0.0.1,8883,connected,Critical,2025-11-02T03:56:29.167966,TLS: Valid; Topics: 1
