IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T01:42:05.475954,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T01:42:12.601629,TLS: No
