IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T02:07:02.445207,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T02:07:09.559667,TLS: No
