IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-03T01:36:25.633815,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-03T01:36:32.745249,TLS: No
