IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-03T01:41:55.159693,TLS: No
192.168.100.140,8883,connect_failed (rc=5),Unknown,2025-11-03T01:42:00.243591,TLS: No
