IP,Port,Result,Classification,Timestamp,Details
192.168.100.164,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333927,N/A
192.168.100.164,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347938,N/A
192.168.100.162,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331791,N/A
192.168.100.162,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.345238,N/A
192.168.100.109,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.318102,N/A
192.168.100.109,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.330525,N/A
192.168.100.60,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.318253,N/A
192.168.100.60,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.330839,N/A
192.168.100.105,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.316188,N/A
192.168.100.105,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.331404,N/A
192.168.100.169,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331178,N/A
192.168.100.169,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.345315,N/A
192.168.100.70,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.318410,N/A
192.168.100.70,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.332099,N/A
192.168.100.62,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.316049,N/A
192.168.100.62,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.335643,N/A
192.168.100.179,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331340,N/A
192.168.100.179,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348706,N/A
192.168.100.188,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332340,N/A
192.168.100.188,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.345829,N/A
192.168.100.148,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331129,N/A
192.168.100.148,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.345911,N/A
192.168.100.154,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331563,N/A
192.168.100.154,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346024,N/A
192.168.100.166,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331900,N/A
192.168.100.166,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346059,N/A
192.168.100.152,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331456,N/A
192.168.100.152,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346132,N/A
192.168.100.177,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332047,N/A
192.168.100.177,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346162,N/A
192.168.100.178,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331232,N/A
192.168.100.178,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346194,N/A
192.168.100.163,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332800,N/A
192.168.100.163,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346250,N/A
192.168.100.158,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331738,N/A
192.168.100.158,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346310,N/A
192.168.100.175,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331997,N/A
192.168.100.175,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.349425,N/A
192.168.100.182,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332213,N/A
192.168.100.182,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346392,N/A
192.168.100.208,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332612,N/A
192.168.100.208,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346469,N/A
192.168.100.181,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332159,N/A
192.168.100.181,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346365,N/A
192.168.100.206,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332584,N/A
192.168.100.206,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346564,N/A
192.168.100.194,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332396,N/A
192.168.100.194,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346717,N/A
192.168.100.202,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331366,N/A
192.168.100.202,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346656,N/A
192.168.100.189,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332311,N/A
192.168.100.189,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.350074,N/A
192.168.100.143,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331843,N/A
192.168.100.143,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346921,N/A
192.168.100.199,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332490,N/A
192.168.100.199,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346978,N/A
192.168.100.201,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332523,N/A
192.168.100.201,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347012,N/A
192.168.100.211,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333330,N/A
192.168.100.211,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347085,N/A
192.168.100.144,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332108,N/A
192.168.100.144,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347355,N/A
192.168.100.173,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331925,N/A
192.168.100.173,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347416,N/A
192.168.100.145,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.334039,N/A
192.168.100.145,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.350962,N/A
192.168.100.210,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332682,N/A
192.168.100.210,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347702,N/A
192.168.100.168,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331873,N/A
192.168.100.168,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347735,N/A
192.168.100.156,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331589,N/A
192.168.100.156,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347861,N/A
192.168.100.195,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333155,N/A
192.168.100.195,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347797,N/A
192.168.100.205,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.334230,N/A
192.168.100.205,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.351327,N/A
192.168.100.157,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331621,N/A
192.168.100.157,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348027,N/A
192.168.100.170,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332905,N/A
192.168.100.170,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.347967,N/A
192.168.100.180,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332136,N/A
192.168.100.180,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348126,N/A
192.168.100.174,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333507,N/A
192.168.100.174,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348167,N/A
192.168.100.191,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333125,N/A
192.168.100.191,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348264,N/A
192.168.100.160,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331680,N/A
192.168.100.160,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348334,N/A
192.168.100.192,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332365,N/A
192.168.100.192,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348460,N/A
192.168.100.171,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331955,N/A
192.168.100.171,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348550,N/A
192.168.100.150,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333381,N/A
192.168.100.150,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.345613,N/A
192.168.100.172,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331213,N/A
192.168.100.172,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348835,N/A
192.168.100.207,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331386,N/A
192.168.100.207,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348950,N/A
192.168.100.198,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332461,N/A
192.168.100.198,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.348871,N/A
192.168.100.165,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331160,N/A
192.168.100.165,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.349112,N/A
192.168.100.141,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331528,N/A
192.168.100.141,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.346828,N/A
192.168.100.176,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.332074,N/A
192.168.100.176,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.350240,N/A
192.168.100.187,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333068,N/A
192.168.100.187,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.352241,N/A
192.168.100.161,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331709,N/A
192.168.100.161,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.350712,N/A
192.168.100.200,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333778,N/A
192.168.100.200,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.351144,N/A
192.168.100.142,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.331083,N/A
192.168.100.142,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.350580,N/A
192.168.100.197,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.334688,N/A
192.168.100.197,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.352537,N/A
192.168.100.204,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.333257,N/A
192.168.100.204,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.352441,N/A
192.168.100.249,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347788,N/A
192.168.100.249,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361141,N/A
192.168.100.232,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347471,N/A
192.168.100.232,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361174,N/A
192.168.100.233,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347500,N/A
192.168.100.233,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361334,N/A
192.168.100.248,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348566,N/A
192.168.100.248,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361501,N/A
192.168.100.216,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348252,N/A
192.168.100.216,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361626,N/A
192.168.100.227,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348426,N/A
192.168.100.227,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361855,N/A
192.168.100.230,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347437,N/A
192.168.100.230,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360788,N/A
192.168.100.250,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348598,N/A
192.168.100.250,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360815,N/A
192.168.100.226,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347389,N/A
192.168.100.226,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360835,N/A
192.168.100.243,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347675,N/A
192.168.100.243,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362038,N/A
192.168.100.229,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347947,N/A
192.168.100.229,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360746,N/A
192.168.100.220,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348299,N/A
192.168.100.220,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360887,N/A
192.168.100.253,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347132,N/A
192.168.100.253,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360904,N/A
192.168.100.213,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348356,N/A
192.168.100.213,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362214,N/A
192.168.100.235,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347548,N/A
192.168.100.235,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360947,N/A
192.168.100.223,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347040,N/A
192.168.100.223,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360922,N/A
192.168.100.215,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347759,N/A
192.168.100.215,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360978,N/A
192.168.100.231,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347982,N/A
192.168.100.231,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362650,N/A
192.168.100.225,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347275,N/A
192.168.100.225,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362686,N/A
192.168.100.212,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.346908,N/A
192.168.100.212,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361304,N/A
192.168.100.247,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347730,N/A
192.168.100.247,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361372,N/A
192.168.100.246,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347085,N/A
192.168.100.246,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362805,N/A
192.168.100.234,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348017,N/A
192.168.100.234,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361527,N/A
192.168.100.239,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348764,N/A
192.168.100.239,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361653,N/A
192.168.100.245,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348188,N/A
192.168.100.245,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361742,N/A
192.168.100.240,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348113,N/A
192.168.100.240,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361805,N/A
192.168.100.228,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347361,N/A
192.168.100.228,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361826,N/A
192.168.100.238,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348080,N/A
192.168.100.238,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361714,N/A
192.168.100.222,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347243,N/A
192.168.100.222,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.361884,N/A
192.168.100.254,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347826,N/A
192.168.100.254,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362172,N/A
192.168.100.221,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.346948,N/A
192.168.100.221,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.360869,N/A
192.168.100.242,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348159,N/A
192.168.100.242,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362426,N/A
192.168.100.217,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348456,N/A
192.168.100.217,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362457,N/A
192.168.100.218,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348333,N/A
192.168.100.218,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362529,N/A
192.168.100.241,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347649,N/A
192.168.100.241,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362487,N/A
192.168.100.236,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347579,N/A
192.168.100.236,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362559,N/A
192.168.100.237,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347621,N/A
192.168.100.237,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362617,N/A
192.168.100.219,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347187,N/A
192.168.100.219,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.362931,N/A
192.168.100.251,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.348277,N/A
192.168.100.251,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.363300,N/A
192.168.100.224,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347304,N/A
192.168.100.224,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.364224,N/A
192.168.100.252,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347112,N/A
192.168.100.252,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.364160,N/A
192.168.100.214,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347339,N/A
192.168.100.214,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.364118,N/A
192.168.100.244,1883,closed_or_unreachable,Unknown,2025-11-02T04:17:18.347702,N/A
192.168.100.244,8883,closed_or_unreachable,Unknown,2025-11-02T04:17:20.363409,N/A
192.168.100.140,1883,connected,Critical,2025-11-02T04:17:16.317617,Topics: 84
192.168.100.140,8883,connect_failed (Connection failed with code 5),Unknown,2025-11-02T04:17:22.424556,TLS: Valid
