IP,Port,Result,Classification,Timestamp,Details
192.168.100.140,1883,connected,Critical,2025-11-01T05:11:11.726803,Topics: 51
192.168.100.140,8883,connect_failed (Connection failed with code Not authorized),Unknown,2025-11-01T05:11:17.852835,TLS: Valid
