IP,Port,Result,Classification,Timestamp,Details
192.168.100.0/24,1883,error: [Errno 11001] getaddrinfo failed,Unknown,2025-11-03T01:36:24.916470,TLS: No
192.168.100.0/24,8883,error: [Errno 11001] getaddrinfo failed,Unknown,2025-11-03T01:36:24.919753,TLS: No
