IP,Port,Result,Classification,Timestamp,Details
127.0.0.1,1883,connected,Critical,2025-11-02T19:05:07.827279,TLS: No
127.0.0.1,8883,connected,Critical,2025-11-02T19:05:14.933349,TLS: No
